amunicja	amunicja	3380	pl
asa	asa	3380	pl
aukcja	aukcja	3380	pl
aresztuja	aresztują	3370	pl
aktualna	aktualną	3360	pl
ateista	ateista	3360	pl
aktorstwa	aktorstwa	3350	pl
allena	allena	3350	pl
antykoncepcja	antykoncepcja	3350	pl
aarona	aarona	3340	pl
akcesoria	akcesoria	3340	pl
amerykanka	amerykanka	3330	pl
angielska	angielską	3330	pl
aranzacja	aranżacja	3330	pl
armenia	armenia	3330	pl
agentka	agentka	3320	pl
area	area	3310	pl
alzheimera	alzheimera	3290	pl
antena	antena	3290	pl
angazuja	angażują	3280	pl
antologia	antologia	3270	pl
aria	aria	3270	pl
astronauta	astronauta	3270	pl
asystentka	asystentka	3270	pl
automatyczna	automatyczna	3270	pl
arthura	arthura	3260	pl
aba	aba	3250	pl
agresywna	agresywną	3250	pl
andersa	andersa	3250	pl
ala	ała	3250	pl
almeida	almeida	3240	pl
anonimowa	anonimowa	3240	pl
alicia	alicia	3230	pl
awansowala	awansowała	3230	pl
anarchia	anarchia	3220	pl
arena	areną	3220	pl
aura	aura	3220	pl
absurdalna	absurdalna	3210	pl
alta	alta	3210	pl
ameryka	ameryką	3210	pl
angelika	angelika	3210	pl
apostola	apostoła	3210	pl
akademika	akademika	3200	pl
aktywa	aktywa	3200	pl
alba	alba	3200	pl
asha	asha	3200	pl
ama	ama	3190	pl
aktorska	aktorska	3180	pl
alergia	alergia	3180	pl
ambicja	ambicja	3180	pl
astra	astra	3180	pl
azjatycka	azjatycka	3180	pl
analityka	analityka	3170	pl
antona	antona	3170	pl
ara	ara	3170	pl
antonia	antonia	3160	pl
asada	asada	3160	pl
akcyjna	akcyjna	3150	pl
albania	albania	3150	pl
anglika	anglika	3150	pl
adopcja	adopcja	3140	pl
aktywacja	aktywacja	3140	pl
aktywista	aktywista	3140	pl
algieria	algieria	3140	pl
apka	apka	3140	pl
argentynska	argentyńska	3140	pl
atakowania	atakowania	3140	pl
atrakcja	atrakcja	3140	pl
admirala	admirała	3130	pl
akustyczna	akustyczna	3130	pl
alaska	alaska	3130	pl
aluzja	aluzja	3130	pl
ambitna	ambitna	3130	pl
argentina	argentina	3130	pl
archaniola	archanioła	3120	pl
arcydziela	arcydzieła	3120	pl
academia	academia	3110	pl
afrykanska	afrykańska	3110	pl
ahmeda	ahmeda	3110	pl
assada	assada	3110	pl
ava	ava	3110	pl
aborcja	aborcją	3100	pl
artyleria	artyleria	3100	pl
alfreda	alfreda	3090	pl
analogia	analogia	3090	pl
anatomia	anatomia	3090	pl
anka	anka	3090	pl
anulowania	anulowania	3090	pl
amerykanka	amerykanką	3080	pl
arabska	arabską	3080	pl
antka	antka	3070	pl
aqua	aqua	3070	pl
autonomia	autonomia	3070	pl
adresata	adresata	3060	pl
akustyczna	akustyczną	3060	pl
anglia	anglią	3060	pl
argumentacja	argumentacja	3060	pl
automatyzacja	automatyzacja	3060	pl
avatara	avatara	3060	pl
afera	aferą	3050	pl
airbusa	airbusa	3050	pl
akademicka	akademicka	3050	pl
aleja	aleją	3050	pl
ambasada	ambasadą	3050	pl
ankara	ankara	3050	pl
apeluja	apelują	3050	pl
araba	araba	3050	pl
aleksieja	aleksieja	3040	pl
amatora	amatora	3040	pl
ananasa	ananasa	3040	pl
anastasia	anastasia	3040	pl
aplikacja	aplikacją	3040	pl
architektura	architekturą	3040	pl
aresztowala	aresztowała	3040	pl
alfonsa	alfonsa	3030	pl
andromeda	andromeda	3030	pl
atlanta	atlanta	3030	pl
autorska	autorska	3030	pl
autentyczna	autentyczna	3020	pl
awansuja	awansują	3010	pl
adekwatna	adekwatna	3000	pl
adrenalina	adrenalina	3000	pl
alkoholika	alkoholika	3000	pl
amunicja	amunicją	3000	pl
antonina	antonina	3000	pl
asteroida	asteroida	3000	pl
abla	abla	2990	pl
abstrakcja	abstrakcja	2990	pl
admina	admina	2990	pl
agnieszka	agnieszką	2990	pl
adoracja	adoracja	2980	pl
adrianna	adrianna	2980	pl
agenda	agenda	2980	pl
automatyka	automatyka	2980	pl
afryka	afryką	2970	pl
agentura	agentura	2970	pl
astronomia	astronomia	2970	pl
alabama	alabama	2960	pl
andersona	andersona	2960	pl
aktorska	aktorską	2950	pl
anulowana	anulowana	2950	pl
augustyna	augustyna	2950	pl
absolwentka	absolwentką	2940	pl
achillesa	achillesa	2940	pl
akceptacja	akceptacją	2940	pl
aktywistka	aktywistka	2940	pl
analizuja	analizują	2940	pl
atmosfera	atmosferą	2940	pl
atrapa	atrapa	2940	pl
apelacja	apelacja	2930	pl
argumentuja	argumentują	2930	pl
arkadiusza	arkadiusza	2930	pl
aspergera	aspergera	2930	pl
asystentka	asystentką	2930	pl
amatorka	amatorka	2920	pl
archeologia	archeologia	2920	pl
austina	austina	2920	pl
anegdota	anegdota	2910	pl
atakowana	atakowana	2910	pl
autokorekta	autokorekta	2910	pl
akademia	akademią	2900	pl
aleksa	aleksa	2900	pl
antychrysta	antychrysta	2900	pl
absolwenta	absolwenta	2890	pl
aktywista	aktywistą	2890	pl
anja	anja	2890	pl
antifa	antifa	2890	pl
armata	armata	2890	pl
akumulatora	akumulatora	2880	pl
angela	angelą	2880	pl
aniela	aniela	2880	pl
arbuza	arbuza	2880	pl
atena	atena	2880	pl
apa	apa	2870	pl
aparatura	aparatura	2870	pl
arta	arta	2870	pl
awangarda	awangarda	2870	pl
azja	azją	2870	pl
aaaaa	aaaaa	2860	pl
anonima	anonima	2860	pl
aplikowania	aplikowania	2860	pl
arogancja	arogancją	2860	pl
autobiografia	autobiografia	2860	pl
abba	abba	2850	pl
agresora	agresora	2850	pl
andaluzja	andaluzja	2850	pl
arnolda	arnolda	2850	pl
absurdalna	absurdalną	2840	pl
adamsa	adamsa	2840	pl
adaptacja	adaptacją	2840	pl
afrykanska	afrykańską	2840	pl
akceptowana	akceptowana	2840	pl
amiga	amiga	2840	pl
anastazja	anastazja	2840	pl
aula	aula	2840	pl
anomalia	anomalia	2830	pl
arystokracja	arystokracja	2830	pl
astma	astma	2830	pl
audiobooka	audiobooka	2830	pl
autentyczna	autentyczną	2830	pl
adamowicza	adamowicza	2820	pl
akira	akira	2820	pl
amara	amara	2820	pl
amazona	amazona	2820	pl
amica	amica	2820	pl
autonomiczna	autonomiczną	2820	pl
amina	amina	2810	pl
aspiryna	aspiryna	2810	pl
atakowala	atakowała	2810	pl
autorska	autorską	2810	pl
agatha	agatha	2800	pl
ariana	ariana	2800	pl
arkusza	arkusza	2800	pl
arka	arką	2800	pl
autorytarna	autorytarna	2800	pl
analogiczna	analogiczna	2790	pl
aptekarza	aptekarza	2790	pl
arkadia	arkadia	2790	pl
aurelia	aurelia	2790	pl
awatara	awatara	2790	pl
andersena	andersena	2780	pl
andreja	andreja	2780	pl
aniolka	aniołka	2780	pl
antarktyda	antarktyda	2780	pl
antypolska	antypolska	2780	pl
apostazja	apostazja	2780	pl
arystotelesa	arystotelesa	2770	pl
atlantyda	atlantyda	2760	pl
austriacka	austriacka	2760	pl
alka	alka	2750	pl
aloha	aloha	2750	pl
anita	anitą	2750	pl
arabia	arabią	2750	pl
arbitra	arbitra	2750	pl
asfaltowa	asfaltowa	2750	pl
ata	ata	2750	pl
acosta	acosta	2740	pl
adoptowana	adoptowana	2740	pl
aldona	aldona	2740	pl
arya	arya	2740	pl
aprobata	aprobatą	2730	pl
azjata	azjata	2730	pl
abonenta	abonenta	2720	pl
agata	agatą	2720	pl
amfetamina	amfetamina	2720	pl
archidiecezja	archidiecezja	2720	pl
astoria	astoria	2720	pl
australia	australią	2720	pl
austria	austrią	2720	pl
azjatycka	azjatycką	2720	pl
akustyka	akustyka	2710	pl
alfa	alfą	2710	pl
antropologia	antropologia	2710	pl
autobusowa	autobusowa	2710	pl
adwokacka	adwokacką	2700	pl
afrodyta	afrodyta	2700	pl
ambicja	ambicją	2700	pl
andora	andora	2700	pl
anemia	anemia	2700	pl
argentyna	argentyną	2700	pl
arma	arma	2700	pl
armstronga	armstronga	2700	pl
arystokrata	arystokrata	2700	pl
avila	avila	2700	pl
akademicka	akademicką	2690	pl
ania	anią	2690	pl
anoreksja	anoreksja	2690	pl
aja	aja	2680	pl
alla	alla	2680	pl
anakonda	anakonda	2680	pl
anonimowa	anonimową	2680	pl
antena	anteną	2680	pl
awaryjna	awaryjna	2680	pl
aluminiowa	aluminiową	2670	pl
analityczna	analityczna	2670	pl
angelica	angelica	2670	pl
apostolska	apostolska	2670	pl
apostolska	apostolską	2670	pl
ariadna	ariadna	2670	pl
asysta	asysta	2670	pl
agitacja	agitacja	2660	pl
ahmada	ahmada	2660	pl
aktualizacja	aktualizacją	2660	pl
aleca	aleca	2660	pl
alegoria	alegoria	2660	pl
algieria	algierią	2660	pl
amira	amira	2660	pl
amputacja	amputacja	2660	pl
apteczka	apteczka	2660	pl
awaria	awarią	2660	pl
agentka	agentką	2650	pl
ambitna	ambitną	2650	pl
antiqua	antiqua	2650	pl
apatia	apatia	2650	pl
adwokacka	adwokacka	2640	pl
akcyza	akcyza	2640	pl
alejandra	alejandra	2640	pl
amnestia	amnestia	2640	pl
armenia	armenią	2640	pl
austriaka	austriaka	2640	pl
abra	abra	2630	pl
alchemia	alchemia	2630	pl
algebra	algebra	2630	pl
alpina	alpina	2630	pl
amazonia	amazonia	2630	pl
andreasa	andreasa	2630	pl
awa	awa	2630	pl
alma	ałma	2630	pl
abstrakcyjna	abstrakcyjna	2620	pl
adasia	adasia	2620	pl
aktywistka	aktywistką	2620	pl
amnezja	amnezja	2620	pl
angina	angina	2620	pl
astma	astmą	2620	pl
aya	aya	2620	pl
adidasa	adidasa	2610	pl
alarmuja	alarmują	2610	pl
alexandria	alexandria	2610	pl
alicja	alicją	2610	pl
arcykaplana	arcykapłana	2610	pl
astrologia	astrologia	2610	pl
asuka	asuka	2610	pl
avenida	avenida	2610	pl
antypolska	antypolską	2600	pl
apolla	apolla	2600	pl
autoryzacja	autoryzacja	2600	pl
aziza	aziza	2600	pl
adresowa	adresowa	2590	pl
alarmowa	alarmowa	2590	pl
allana	allana	2590	pl
alvareza	alvareza	2590	pl
amatorska	amatorska	2590	pl
ambasadorka	ambasadorką	2590	pl
angazowania	angażowania	2590	pl
arcadia	arcadia	2590	pl
aktywizacja	aktywizacja	2580	pl
analizowania	analizowania	2580	pl
asfaltowa	asfaltową	2580	pl
asymilacja	asymilacja	2580	pl
aida	aida	2570	pl
aleksandrowa	aleksandrowa	2570	pl
analfabeta	analfabetą	2570	pl
archera	archera	2570	pl
arogancka	arogancka	2560	pl
agonia	agonia	2550	pl
aktywowana	aktywowana	2550	pl
ambona	ambona	2550	pl
anglojezyczna	anglojęzyczną	2550	pl
antigua	antigua	2550	pl
armada	armada	2550	pl
abdula	abdula	2540	pl
akwarela	akwarela	2540	pl
anakina	anakina	2540	pl
andzia	andzia	2540	pl
antoniusza	antoniusza	2540	pl
aslana	aslana	2540	pl
akceleratora	akceleratora	2530	pl
akrobata	akrobata	2530	pl
agustina	agustina	2520	pl
aviva	aviva	2520	pl
abstynencja	abstynencja	2510	pl
adamczyka	adamczyka	2510	pl
akacja	akacja	2510	pl
antyczna	antyczna	2510	pl
apostolstwa	apostolstwa	2510	pl
augustowa	augustowa	2510	pl
ahahaha	ahahaha	2500	pl
akcyjna	akcyjną	2500	pl
aleksandra	aleksandrą	2500	pl
amadeusza	amadeusza	2500	pl
antysemita	antysemitą	2500	pl
archeologa	archeologa	2500	pl
aaaaaa	aaaaaa	2490	pl
abbasa	abbasa	2490	pl
adopcja	adopcją	2490	pl
abdullaha	abdullaha	2480	pl
acacia	acacia	2480	pl
adela	adela	2480	pl
amnesia	amnesia	2480	pl
angusa	angusa	2480	pl
asnyka	asnyka	2480	pl
athena	athena	2480	pl
alibaba	alibaba	2470	pl
altana	altana	2470	pl
alva	alva	2470	pl
animacja	animacją	2470	pl
anya	anya	2470	pl
aruba	aruba	2470	pl
astronauta	astronautą	2470	pl
astronoma	astronoma	2470	pl
attila	attila	2470	pl
autobusowa	autobusową	2470	pl
azjatka	azjatka	2470	pl
ajfona	ajfona	2460	pl
alyssa	alyssa	2460	pl
apteka	apteką	2460	pl
adblocka	adblocka	2450	pl
aglomeracja	aglomeracja	2450	pl
alergiczna	alergiczna	2450	pl
amora	amora	2450	pl
anoda	anoda	2450	pl
antioquia	antioquia	2450	pl
antysemita	antysemita	2450	pl
akceptowala	akceptowała	2440	pl
alaina	alaina	2440	pl
alchemika	alchemika	2440	pl
aureola	aureola	2440	pl
aguilera	aguilera	2430	pl
aidena	aidena	2430	pl
algierska	algierska	2430	pl
andzelika	andżelika	2430	pl
anubisa	anubisa	2430	pl
aparatura	aparaturą	2430	pl
ateistka	ateistką	2430	pl
abbotta	abbotta	2420	pl
absorpcja	absorpcja	2420	pl
amortyzacja	amortyzacja	2420	pl
anielska	anielska	2420	pl
annika	annika	2420	pl
armatora	armatora	2420	pl
arona	arona	2420	pl
astronomiczna	astronomiczna	2420	pl
atakujaca	atakującą	2420	pl
aska	aśka	2420	pl
abeba	abeba	2410	pl
absencja	absencja	2410	pl
aca	aca	2410	pl
adiunkta	adiunkta	2410	pl
akumulacja	akumulacja	2410	pl
alokacja	alokacja	2410	pl
arleta	arleta	2410	pl
arteria	arteria	2410	pl
arytmetyka	arytmetyka	2410	pl
autopilota	autopilota	2410	pl
aborcyjna	aborcyjna	2400	pl
adekwatna	adekwatną	2400	pl
adoptowala	adoptowała	2400	pl
alergiczna	alergiczną	2400	pl
alia	alia	2400	pl
astronomia	astronomią	2400	pl
adnotacja	adnotacja	2390	pl
adria	adria	2390	pl
alisa	alisa	2390	pl
amazonka	amazonka	2390	pl
amelka	amelka	2390	pl
anarchistyczna	anarchistyczna	2390	pl
anomalia	anomalią	2390	pl
apolityczna	apolityczna	2390	pl
apologia	apologia	2390	pl
arafata	arafata	2390	pl
arktyka	arktyka	2390	pl
arriba	arriba	2390	pl
asymetria	asymetria	2390	pl
adresowana	adresowana	2380	pl
amplituda	amplituda	2380	pl
anda	anda	2380	pl
angazowala	angażowała	2380	pl
angora	angora	2380	pl
aresa	aresa	2380	pl
afganska	afgańska	2370	pl
afirmacja	afirmacja	2370	pl
aksamitna	aksamitna	2370	pl
altamira	altamira	2370	pl
anarchista	anarchista	2370	pl
antyczna	antyczną	2370	pl
archimedesa	archimedesa	2370	pl
arkana	arkana	2370	pl
axla	axla	2370	pl
abpa	abpa	2360	pl
abstrakcja	abstrakcją	2360	pl
adamska	adamska	2360	pl
aleksandria	aleksandria	2360	pl
atakujaca	atakująca	2360	pl
agatka	agatka	2350	pl
aktualizowana	aktualizowana	2350	pl
analityczna	analityczną	2350	pl
analizatora	analizatora	2350	pl
analogiczna	analogiczną	2350	pl
austriacka	austriacką	2350	pl
awersja	awersja	2350	pl
azjatka	azjatką	2350	pl
adnotacja	adnotacją	2340	pl
aktywuja	aktywują	2340	pl
albrechta	albrechta	2340	pl
ameba	ameba	2340	pl
amosa	amosa	2340	pl
artusa	artusa	2340	pl
awantura	awanturą	2340	pl
azjata	azjatą	2340	pl
agra	agra	2330	pl
artyleria	artylerią	2330	pl
astrologia	astrologią	2330	pl
asusa	asusa	2330	pl
asymetryczna	asymetryczna	2330	pl
atalanta	atalanta	2330	pl
atrofia	atrofia	2330	pl
autonomiczna	autonomiczna	2330	pl
alameda	alameda	2320	pl
alhambra	alhambra	2320	pl
amatorska	amatorską	2320	pl
anima	anima	2320	pl
argumentacja	argumentacją	2320	pl
aua	aua	2320	pl
absorbuja	absorbują	2310	pl
adamka	adamka	2310	pl
akcjonariusza	akcjonariusza	2310	pl
alkoholowa	alkoholową	2310	pl
aluminiowa	aluminiowa	2310	pl
aluzja	aluzją	2310	pl
amadora	amadora	2310	pl
amnezja	amnezją	2310	pl
anata	anata	2310	pl
anglojezyczna	anglojęzyczna	2310	pl
aditya	aditya	2300	pl
agamemnona	agamemnona	2300	pl
akacjowa	akacjowa	2300	pl
analogia	analogią	2300	pl
archiwalna	archiwalna	2300	pl
atakuja	atakuja	2300	pl
agusta	agusta	2290	pl
akwarela	akwarelą	2290	pl
alena	alena	2290	pl
alona	alona	2290	pl
alpejska	alpejska	2290	pl
anarchista	anarchistą	2290	pl
andrieja	andrieja	2290	pl
anegdotka	anegdotka	2290	pl
angola	angolą	2290	pl
aorta	aorta	2290	pl
apaszka	apaszka	2290	pl
aberracja	aberracja	2280	pl
abstrakcyjna	abstrakcyjną	2280	pl
adlera	adlera	2280	pl
aisha	aisha	2280	pl
akwaria	akwaria	2280	pl
allegra	allegra	2280	pl
amatorszczyzna	amatorszczyzna	2280	pl
antosia	antosia	2280	pl
arkonia	arkonia	2280	pl
arrowa	arrowa	2280	pl
asimova	asimova	2280	pl
asymiluja	asymilują	2280	pl
atleta	atleta	2280	pl
audytora	audytora	2280	pl
aureliusza	aureliusza	2280	pl
akceptowalna	akceptowalna	2270	pl
akita	akita	2270	pl
alexisa	alexisa	2270	pl
alpinista	alpinista	2270	pl
anatomia	anatomią	2270	pl
animowana	animowana	2270	pl
agua	agua	2260	pl
alkoholowa	alkoholowa	2260	pl
anaconda	anaconda	2260	pl
aneksja	aneksja	2260	pl
arana	arana	2260	pl
alvina	alvina	2250	pl
anga	anga	2250	pl
apollina	apollina	2250	pl
arabica	arabica	2250	pl
arcyksiecia	arcyksięcia	2250	pl
asysta	asystą	2250	pl
acapella	acapella	2240	pl
adoptuja	adoptują	2240	pl
adresowa	adresową	2240	pl
agrafka	agrafka	2240	pl
akredytacja	akredytacja	2240	pl
aligatora	aligatora	2240	pl
amatorka	amatorką	2240	pl
antropologa	antropologa	2240	pl
aranzacja	aranżacją	2240	pl
assa	assa	2240	pl
atencja	atencja	2240	pl
audiencja	audiencja	2240	pl
avia	avia	2240	pl
alcantara	alcantara	2230	pl
ameba	amebą	2230	pl
analogowa	analogowa	2230	pl
ancora	ancora	2230	pl
angelina	angeliną	2230	pl
animatora	animatora	2230	pl
apolonia	apolonia	2230	pl
ashtona	ashtona	2230	pl
aukcja	aukcją	2230	pl
automatyzacja	automatyzacją	2230	pl
adiutanta	adiutanta	2220	pl
albusa	albusa	2220	pl
americana	americana	2220	pl
andrychowa	andrychowa	2220	pl
archibalda	archibalda	2220	pl
astronomiczna	astronomiczną	2220	pl
audycja	audycją	2220	pl
akrobatyka	akrobatyka	2210	pl
albania	albanią	2210	pl
albatrosa	albatrosa	2210	pl
andrewsa	andrewsa	2210	pl
angielka	angielka	2210	pl
animatorka	animatorka	2210	pl
appka	appka	2210	pl
atta	atta	2210	pl
awiza	awiza	2210	pl
azurowa	ażurową	2210	pl
addisona	addisona	2200	pl
andrea	andreą	2200	pl
angelusa	angelusa	2200	pl
anielska	anielską	2200	pl
antagonista	antagonista	2200	pl
armatura	armatura	2200	pl
armata	armatą	2200	pl
asta	asta	2200	pl
awangarda	awangardą	2200	pl
acura	acura	2190	pl
akceptowania	akceptowania	2190	pl
aklimatyzacja	aklimatyzacja	2190	pl
alarmowa	alarmową	2190	pl
alejka	alejka	2190	pl
alexia	alexia	2190	pl
amelia	amelią	2190	pl
anatomiczna	anatomiczna	2190	pl
andrzejewska	andrzejewska	2190	pl
arystokrata	arystokratą	2190	pl
awaryjna	awaryjną	2190	pl
adwokatura	adwokatura	2180	pl
albanska	albańską	2180	pl
antalya	antalya	2180	pl
aprobata	aprobata	2180	pl
arytmia	arytmia	2180	pl
autodestrukcja	autodestrukcja	2180	pl
avada	avada	2180	pl
agentura	agenturą	2170	pl
akcyza	akcyzą	2170	pl
alergia	alergią	2170	pl
amfetamina	amfetaminą	2170	pl
amona	amona	2170	pl
analfabeta	analfabeta	2170	pl
analna	analna	2170	pl
apocalyptica	apocalyptica	2170	pl
aspiruja	aspirują	2170	pl
aborcyjna	aborcyjną	2160	pl
alda	alda	2160	pl
alienacja	alienacja	2160	pl
alpaka	alpaka	2160	pl
animowana	animowaną	2160	pl
aquila	aquila	2160	pl
argumentowala	argumentowała	2160	pl
armina	armina	2160	pl
australijczyka	australijczyka	2160	pl
azalea	azalea	2160	pl
anathema	anathema	2150	pl
anguilla	anguilla	2150	pl
antywirusa	antywirusa	2150	pl
artykulacja	artykulacja	2150	pl
adaptera	adaptera	2140	pl
adriena	adriena	2140	pl
aerodynamika	aerodynamika	2140	pl
afrika	afrika	2140	pl
akceptowana	akceptowaną	2140	pl
akupunktura	akupunktura	2140	pl
ankieta	ankietą	2140	pl
antygona	antygona	2140	pl
ana	aną	2140	pl
apelowala	apelowała	2140	pl
archaiczna	archaiczna	2140	pl
australijska	australijską	2140	pl
afazja	afazja	2130	pl
apologeta	apologeta	2130	pl
arda	arda	2130	pl
aska	aska	2130	pl
astrofizyka	astrofizyka	2130	pl
aurea	aurea	2130	pl
aura	aurą	2130	pl
autoagresja	autoagresja	2130	pl
autonomia	autonomią	2130	pl
awangardowa	awangardowa	2130	pl
axa	axa	2130	pl
azurowa	ażurowa	2130	pl
adna	adna	2120	pl
adresowania	adresowania	2120	pl
ahsoka	ahsoka	2120	pl
alaba	alaba	2120	pl
angielka	angielką	2120	pl
archiwalia	archiwalia	2120	pl
asia	asią	2120	pl
astrologa	astrologa	2120	pl
attyla	attyla	2120	pl
adoratora	adoratora	2110	pl
adrenalina	adrenaliną	2110	pl
albana	albana	2110	pl
amanda	amandą	2110	pl
ambrozja	ambrozja	2110	pl
anestezjologa	anestezjologa	2110	pl
anika	anika	2110	pl
antarktyda	antarktydą	2110	pl
antiga	antiga	2110	pl
aoba	aoba	2110	pl
aprilia	aprilia	2110	pl
arcana	arcana	2110	pl
archeologiczna	archeologiczna	2110	pl
armanda	armanda	2110	pl
aromatyczna	aromatyczna	2110	pl
aszdziennika	aszdziennika	2110	pl
atlasa	atlasa	2110	pl
autoryzowana	autoryzowana	2110	pl
ampulka	ampułka	2100	pl
antananarywa	antananarywa	2100	pl
antylopa	antylopa	2100	pl
antysemicka	antysemicka	2100	pl
arkada	arkada	2100	pl
arystokratka	arystokratka	2100	pl
atrakcyjnoscia	atrakcyjnością	2100	pl
autopsja	autopsja	2100	pl
ayala	ayala	2100	pl
abrama	abrama	2090	pl
albina	albina	2090	pl
allacha	allacha	2090	pl
alosza	alosza	2090	pl
ananda	ananda	2090	pl
anatomiczna	anatomiczną	2090	pl
antenna	antenna	2090	pl
apokalipsa	apokalipsą	2090	pl
arktyczna	arktyczna	2090	pl
ateistka	ateistka	2090	pl
ada	adą	2080	pl
agricola	agricola	2080	pl
alarica	alarica	2080	pl
alegoria	alegorią	2080	pl
alessandra	alessandra	2080	pl
asesora	asesora	2080	pl
aspiranta	aspiranta	2080	pl
arab	arab	3880	pl
ab	ab	3860	pl
alb	alb	2930	pl
airbnb	airbnb	2770	pl
abb	abb	2550	pl
ameb	ameb	2490	pl
acb	acb	2460	pl
amb	amb	2450	pl
automobilklub	automobilklub	2340	pl
aeroklub	aeroklub	2260	pl
acab	acab	2150	pl
adb	adb	2110	pl
aktywnosc	aktywność	4320	pl
ac	ac	4200	pl
abc	abc	3910	pl
atakowac	atakować	3850	pl
aresztowac	aresztować	3710	pl
analizowac	analizować	3660	pl
atlantic	atlantic	3600	pl
akceptowac	akceptować	3560	pl
angazowac	angażować	3550	pl
adoptowac	adoptować	3420	pl
analizujac	analizując	3410	pl
atrakcyjnosc	atrakcyjność	3400	pl
awansowac	awansować	3400	pl
autentycznosc	autentyczność	3370	pl
anonimowosc	anonimowość	3360	pl
atakujac	atakując	3310	pl
arc	arc	3300	pl
argumentujac	argumentując	3240	pl
